"family","binomial","collectDate","country","stateProv","county"
"Apocynaceae","Cynanchum utahense",1982-04-15,"United States","California","San Bernardino"
"Apocynaceae","Vallesia glabra",1973-06-30,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias californica",1903-04-28,"United States","California","Contra Costa"
"Apocynaceae","Vallesia glabra",1921-05-13,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Amsonia arenaria",1975-07-18,"Mexico","Chihuahua","Juárez"
"Apocynaceae","Apocynum androsaemifolium",1900-06-24,"United States","California","Tulare"
"Apocynaceae","Cycladenia humilis",1931-08-12,"United States","California","Los Angeles"
"Apocynaceae","Asclepias cryptoceras",1997-06-07,"United States","California","Mono"
"Apocynaceae","Asclepias subulata",1980-03-30,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Funastrum cynanchoides",1934-03-18,"United States","California","Riverside"
"Apocynaceae","Asclepias albicans",1986-02-14,"Mexico","Baja California","Ensenada"
"Apocynaceae","Vallesia glabra",1988-12-15,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Apocynum cannabinum",1980-05-04,"United States","Arizona","La Paz"
"Apocynaceae","Amsonia palmeri",1936-03-20,"United States","Arizona","Graham"
"Apocynaceae","Asclepias erosa",1939-10-01,"United States","California","Riverside"
"Apocynaceae","Amsonia tomentosa",1974-03-29,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",2001-07-07,"United States","California","Plumas"
"Apocynaceae","Asclepias subulata",2010-12-13,"Mexico","Baja California","Mexicali"
"Apocynaceae","Apocynum androsaemifolium",1965-08-16,"United States","Utah","Garfield"
"Apocynaceae","Asclepias subulata",1979-05-12,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Apocynum androsaemifolium",1932-07-23,"United States","California","Tulare"
"Apocynaceae","Apocynum cannabinum",1988-11-06,"United States","California","Imperial"
"Apocynaceae","Asclepias californica",1991-07-24,"United States","California","Los Angeles"
"Apocynaceae","Asclepias californica",1900-06-03,"United States","California","San Bernardino"
"Apocynaceae","Vallesia glabra",1939-02-25,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias ovata",1941-08-25,"Mexico","Sinaloa","Badiraguato"
"Apocynaceae","Asclepias subulata",1980-05-12,"Mexico","Baja California","Ensenada"
"Apocynaceae","Asclepias speciosa",1998-07-21,"United States","California","Mono"
"Apocynaceae","Cycladenia humilis",1999-08-09,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",1901-07-31,"United States","California","Riverside"
"Apocynaceae","Asclepias asperula",2001-08-03,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1986-06-06,"United States","California","Tulare"
"Apocynaceae","Apocynum androsaemifolium",2006-08-09,NA,NA,NA
"Apocynaceae","Asclepias cordifolia",1965-06-26,"United States","California","Tulare"
"Apocynaceae","Vallesia glabra",1983-10-02,"Mexico","Sonora","Etchojoa"
"Apocynaceae","Marsdenia edulis",2000-03-03,"Mexico","Sonora","Guaymas"
"Apocynaceae","Cynanchum ligulatum",1994-09-24,"Mexico","Sonora","Álamos"
"Apocynaceae","Asclepias cryptoceras",1983-06-20,"United States","Nevada","Mineral"
"Apocynaceae","Asclepias brachystephana",1950-07-01,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias californica",2011-05-24,"United States","California","San Diego"
"Apocynaceae","Asclepias cordifolia",1932-06-21,"United States","California","Lake"
"Apocynaceae","Asclepias subulata",1963-05-02,"United States","California","Riverside"
"Apocynaceae","Amsonia tomentosa",2010-05-06,"United States","California","Riverside"
"Apocynaceae","Asclepias subverticillata",1975-09-21,"United States","New Mexico","Socorro"
"Apocynaceae","Funastrum arenarium",2011-09-27,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Mandevilla foliosa",1989-02-16,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Matelea cordifolia",1994-12-16,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias subulata",1987-02-20,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Funastrum clausum",1999-11-07,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1930-06-23,"United States","Oregon","Klamath"
"Apocynaceae","Funastrum cynanchoides",2004-04-06,"United States","California","Riverside"
"Apocynaceae","Funastrum cynanchoides",1887-03-01,"Mexico","Jalisco","Cabo Corrientes"
"Apocynaceae","Asclepias macrotis",1963-07-29,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1914-01-01,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Asclepias subulata",2010-05-25,"United States","California","San Bernardino"
"Apocynaceae","Asclepias involucrata",2009-05-08,"United States","New Mexico","Luna"
"Apocynaceae","Asclepias californica",1900-06-03,"United States","California","San Bernardino"
"Apocynaceae","Asclepias quinquedentata",1960-06-17,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias speciosa",1938-06-07,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Funastrum cynanchoides",2003-07-18,"United States","California","San Bernardino"
"Apocynaceae","Marsdenia lanata",1981-11-02,NA,NA,NA
"Apocynaceae","Amsonia tomentosa",1951-04-28,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1951-08-12,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Apocynum androsaemifolium",1951-08-12,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Asclepias pumila",NA,"United States","Colorado","Jefferson"
"Apocynaceae","Mandevilla foliosa",1989-09-09,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Rauvolfia tetraphylla",1994-08-17,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias angustifolia",1990-08-10,"Mexico","Nayarit","Compostela"
"Apocynaceae","Asclepias albicans",1980-04-04,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",2013-08-19,"United States","Colorado","Mineral"
"Apocynaceae","Apocynum cannabinum",1916-07-01,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias speciosa",1992-08-01,"United States","Colorado","Garfield"
"Apocynaceae","Funastrum cynanchoides",2017-06-09,"United States","California","Orange"
"Apocynaceae","Asclepias cordifolia",1979-07-18,"United States","California","Trinity"
"Apocynaceae","Asclepias subulata",1987-04-13,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Amsonia palmeri",1937-04-23,"United States","Arizona","Maricopa"
"Apocynaceae","Amsonia tomentosa",1935-04-13,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",2004-06-01,"United States","California","San Bernardino"
"Apocynaceae","Asclepias linaria",1982-07-16,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias solanoana",1968-06-01,"United States","California","Lake"
"Apocynaceae","Asclepias albicans",1995-07-28,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias speciosa",1913-07-31,"United States","California","Tuolumne"
"Apocynaceae","Asclepias cordifolia",2009-06-14,"United States","California","Plumas"
"Apocynaceae","Asclepias cordifolia",1936-06-02,"United States","California","Mariposa"
"Apocynaceae","Asclepias vestita",1921-05-29,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",2000-04-30,"United States","California","Inyo"
"Apocynaceae","Funastrum clausum",1985-11-18,NA,NA,NA
"Apocynaceae","Cycladenia humilis",1932-06-17,"United States","California","Los Angeles"
"Apocynaceae","Apocynum cannabinum",2010-08-05,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Colorado","Conejos"
"Apocynaceae","Apocynum androsaemifolium",1959-07-07,"United States","Idaho","Bonner"
"Apocynaceae","Funastrum cynanchoides",2013-04-17,"United States","California","San Diego"
"Apocynaceae","Funastrum cynanchoides",1978-03-19,"Mexico","Sonora","Puerto Peñasco"
"Apocynaceae","Asclepias subulata",1957-04-21,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1882-07-24,"United States","Oregon","Crook"
"Apocynaceae","Cynanchum foetidum",1982-10-09,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",2009-08-27,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1999-08-26,"United States","California","Tuolumne"
"Apocynaceae","Asclepias involucrata",1951-06-04,"Mexico","Durango","Pueblo Nuevo"
"Apocynaceae","Matelea producta",1973-06-14,"Mexico","Chihuahua","Guadalupe"
"Apocynaceae","Asclepias speciosa",2012-06-18,"United States","Colorado","Saguache"
"Apocynaceae","Metastelma californicum",1996-01-30,"Mexico","Baja California","Ensenada"
"Apocynaceae","Haplophyton crooksii",1997-08-16,"Mexico","Chihuahua","Rosales"
"Apocynaceae","Asclepias labriformis",NA,"United States","Utah","Duchesne"
"Apocynaceae","Cynanchum utahense",1998-06-23,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",2013-09-26,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1995-06-23,"United States","California","Calaveras"
"Apocynaceae","Apocynum androsaemifolium",1972-08-06,"United States","California","San Bernardino"
"Apocynaceae","Cynanchum utahense",2009-03-25,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1927-06-30,"United States","California","Riverside"
"Apocynaceae","Asclepias asperula",1973-07-06,"United States","California","San Bernardino"
"Apocynaceae","Vallesia glabra",1973-02-12,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias involucrata",1988-05-14,"United States","Arizona","Pima"
"Apocynaceae","Asclepias subulata",1980-05-15,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias cordifolia",1999-06-10,"United States","California","Mariposa"
"Apocynaceae","Asclepias subverticillata",1884-08-12,"United States","Arizona","Maricopa"
"Apocynaceae","Cycladenia humilis",1962-06-30,"United States","California","Monterey"
"Apocynaceae","Apocynum androsaemifolium",2001-06-13,"United States","Montana","Flathead"
"Apocynaceae","Asclepias curassavica",1985-10-01,NA,NA,NA
"Apocynaceae","Funastrum cynanchoides",1995-04-22,"Mexico","Sonora","Bacoachi"
"Apocynaceae","Asclepias speciosa",2002-07-02,"United States","Utah","Cache"
"Apocynaceae","Seutera palmeri",1959-11-27,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Matelea petiolaris",1994-08-19,"Mexico","Sonora","Álamos"
"Apocynaceae","Marsdenia lanata",1998-12-05,NA,NA,NA
"Apocynaceae","Asclepias vestita",1892-05-30,"United States","California","Fresno"
"Apocynaceae","Asclepias erosa",1970-09-04,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2005-04-16,"United States","California","Imperial"
"Apocynaceae","Apocynum androsaemifolium",1919-09-23,"United States","California","Humboldt"
"Apocynaceae","Asclepias subverticillata",1960-09-13,"United States","Colorado","Mesa"
"Apocynaceae","Haplophyton crooksii",1988-08-06,"United States","Arizona","Pima"
"Apocynaceae","Asclepias nyctaginifolia",2010-04-18,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",1971-06-13,"United States","California","Plumas"
"Apocynaceae","Asclepias lemmonii",1987-09-14,"Mexico","Chihuahua","Ocampo"
"Apocynaceae","Asclepias cryptoceras",1968-06-21,"United States","Utah","Daggett"
"Apocynaceae","Apocynum cannabinum",1992-06-01,"United States","Nevada","Elko"
"Apocynaceae","Asclepias speciosa",1909-07-11,"United States","California","Shasta"
"Apocynaceae","Apocynum androsaemifolium",1957-06-04,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Asclepias speciosa",1989-06-26,"United States","California","Butte"
"Apocynaceae","Cynanchum arizonicum",1932-09-11,"United States","Arizona","Pima"
"Apocynaceae","Vallesia glabra",1993-09-25,"Mexico","Sonora","Navojoa"
"Apocynaceae","Asclepias linaria",NA,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias cordifolia",1914-05-10,"United States","Oregon","Crook"
"Apocynaceae","Apocynum cannabinum",1991-08-01,"United States","Colorado","Mesa"
"Apocynaceae","Apocynum cannabinum",1939-06-23,"United States","Oregon","Douglas"
"Apocynaceae","Asclepias erosa",1965-08-22,"United States","California","Tulare"
"Apocynaceae","Asclepias curassavica",NA,"Mexico","Jalisco","Tomatlán"
"Apocynaceae","Matelea magallanesii",1983-08-10,NA,NA,NA
"Apocynaceae","Asclepias subverticillata",1944-09-09,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum androsaemifolium",1946-08-05,"United States","California","San Bernardino"
"Apocynaceae","Apocynum x floribundum",1951-07-04,"Canada","British Columbia","North Okanagan"
"Apocynaceae","Asclepias subulata",2003-05-21,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1936-07-01,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subverticillata",1968-07-19,"United States","New Mexico","Cibola"
"Apocynaceae","Metastelma californicum",1983-05-14,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum androsaemifolium",1992-06-01,"United States","California","Siskiyou"
"Apocynaceae","Asclepias californica",1901-06-17,"United States","California","Monterey"
"Apocynaceae","Asclepias vestita",1970-05-31,"United States","California","Inyo"
"Apocynaceae","Asclepias albicans",2001-04-03,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1949-08-18,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Asclepias eriocarpa",1976-08-01,"Mexico","Baja California","Ensenada"
"Apocynaceae","Cycladenia humilis",2013-06-02,"United States","California","Tehama"
"Apocynaceae","Tabernaemontana amygdalifolia",1997-09-10,NA,NA,NA
"Apocynaceae","Asclepias speciosa",1906-07-09,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Apocynum cannabinum",1938-05-29,"United States","California","San Diego"
"Apocynaceae","Vallesia glabra",1997-05-02,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Asclepias cryptoceras",1982-05-25,"United States","Nevada","Humboldt"
"Apocynaceae","Apocynum androsaemifolium",1926-05-21,"United States","Washington","Skamania"
"Apocynaceae","Apocynum androsaemifolium",1938-06-27,"Canada","British Columbia","Fraser Valley"
"Apocynaceae","Asclepias tuberosa",2010-10-03,"Mexico","Sonora","Imuris"
"Apocynaceae","Rauvolfia tetraphylla",1994-09-24,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias californica",1986-04-18,"United States","California","Tulare"
"Apocynaceae","Tabernaemontana amygdalifolia",1990-07-25,"Mexico","Nayarit","Compostela"
"Apocynaceae","Apocynum androsaemifolium",1919-07-26,"United States","Oregon","Curry"
"Apocynaceae","Cynanchum utahense",1914-05-15,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",1991-05-02,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",1994-06-08,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Asclepias cordifolia",1921-06-15,"United States","California","Fresno"
"Apocynaceae","Asclepias speciosa",1951-07-05,"Canada","British Columbia","North Okanagan"
"Apocynaceae","Apocynum cannabinum",2008-07-23,"United States","California","Yolo"
"Apocynaceae","Asclepias cordifolia",2008-06-03,"United States","California","El Dorado"
"Apocynaceae","Cynanchum utahense",2005-05-01,"United States","California","San Bernardino"
"Apocynaceae","Tabernaemontana amygdalifolia",1982-04-15,NA,NA,NA
"Apocynaceae","Asclepias albicans",2004-03-29,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Apocynum androsaemifolium",1909-06-08,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum cannabinum",1939-07-23,"Canada","British Columbia","East Kootenay"
"Apocynaceae","Apocynum androsaemifolium",2000-09-06,"United States","Montana","Flathead"
"Apocynaceae","Apocynum cannabinum",1999-06-24,"United States","California","San Diego"
"Apocynaceae","Amsonia grandiflora",1976-03-22,"Mexico","Sonora","Banámichi"
"Apocynaceae","Asclepias cordifolia",1989-06-03,"United States","California","Nevada"
"Apocynaceae","Asclepias jaliscana",1988-07-22,"Mexico","Chihuahua","Temósachic"
"Apocynaceae","Apocynum androsaemifolium",1994-07-28,"Canada","Alberta","Division No. 3"
"Apocynaceae","Matelea parvifolia",2012-11-01,"United States","California","Riverside"
"Apocynaceae","Asclepias linaria",1995-05-27,"Mexico","Sonora","Huásabas"
"Apocynaceae","Funastrum cynanchoides",1994-12-26,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Matelea prostrata",1896-04-01,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Funastrum cynanchoides",2015-09-08,"United States","California","Imperial"
"Apocynaceae","Matelea crenata",1999-09-03,"Mexico","Sinaloa","Concordia"
"Apocynaceae","Asclepias vestita",1955-04-27,"United States","California","Madera"
"Apocynaceae","Funastrum clausum",1989-09-13,"Mexico","Nayarit","Santiago Ixcuintla"
"Apocynaceae","Asclepias subulata",1973-09-14,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Asclepias speciosa",1915-07-12,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Apocynum androsaemifolium",1988-06-12,"United States","California","Trinity"
"Apocynaceae","Asclepias linaria",2011-05-02,"Mexico","Sonora","Arizpe"
"Apocynaceae","Asclepias speciosa",1991-08-01,"United States","Colorado","Mesa"
"Apocynaceae","Asclepias latifolia",1929-10-07,"United States","Arizona","Yavapai"
"Apocynaceae","Asclepias speciosa",1909-02-03,"United States","California","Inyo"
"Apocynaceae","Apocynum cannabinum",1972-08-01,"Canada","Alberta","Division No. 3"
"Apocynaceae","Plumeria rubra",1998-02-23,NA,NA,NA
"Apocynaceae","Funastrum cynanchoides",1962-04-17,"United States","California","Riverside"
"Apocynaceae","Prestonia mexicana",1988-09-26,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1975-07-14,"Canada","British Columbia","Central Kootenay"
"Apocynaceae","Amsonia palmeri",1980-04-24,"United States","Arizona","Graham"
"Apocynaceae","Asclepias subulata",2002-09-11,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2004-04-11,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",2010-01-08,"United States","California","San Diego"
"Apocynaceae","Cycladenia humilis",1986-05-11,"United States","Utah","Grand"
"Apocynaceae","Funastrum clausum",1981-10-29,NA,NA,NA
"Apocynaceae","Prosthecidiscus guatemalensis",1990-01-06,"Mexico","Jalisco","Cabo Corrientes"
"Apocynaceae","Marsdenia lanata",1985-10-24,NA,NA,NA
"Apocynaceae","Asclepias subulata",2015-09-15,"United States","California","Riverside"
"Apocynaceae","Matelea cordifolia",1961-11-25,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum cannabinum",1938-07-07,"United States","California","San Diego"
"Apocynaceae","Asclepias labriformis",1894-07-09,"United States","Utah","Duchesne"
"Apocynaceae","Asclepias linaria",1935-08-08,"United States","Arizona","Graham"
"Apocynaceae","Apocynum androsaemifolium",1989-07-02,"United States","California","Modoc"
"Apocynaceae","Apocynum androsaemifolium",2013-07-11,"United States","California","Los Angeles"
"Apocynaceae","Cynanchum utahense",1968-08-30,"United States","California","San Bernardino"
"Apocynaceae","Funastrum cynanchoides",1985-04-09,"United States","California","Riverside"
"Apocynaceae","Asclepias californica",1960-06-05,"United States","California","Monterey"
"Apocynaceae","Funastrum hirtellum",1998-10-23,"Mexico","Baja California","Mexicali"
"Apocynaceae","Asclepias albicans",NA,"United States","California","San Diego"
"Apocynaceae","Asclepias speciosa",2009-06-19,"United States","California","Butte"
"Apocynaceae","Rauvolfia tetraphylla",1990-07-25,"Mexico","Nayarit","Compostela"
"Apocynaceae","Apocynum androsaemifolium",1946-07-17,"United States","California","Modoc"
"Apocynaceae","Asclepias vestita",1967-06-15,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",1959-06-14,"United States","Arizona","Mohave"
"Apocynaceae","Apocynum cannabinum",1988-06-18,"United States","Arizona","Greenlee"
"Apocynaceae","Apocynum androsaemifolium",1913-07-20,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Apocynum cannabinum",1909-06-21,"United States","California","San Bernardino"
"Apocynaceae","Asclepias linaria",1975-10-14,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Asclepias subverticillata",1913-06-08,"United States","Arizona","Pima"
"Apocynaceae","Asclepias fournieri",1997-07-15,"Mexico","Sonora","Yécora"
"Apocynaceae","Apocynum androsaemifolium",1936-07-01,"United States","Oregon","Harney"
"Apocynaceae","Apocynum androsaemifolium",2003-09-13,"United States","Colorado","Jefferson"
"Apocynaceae","Asclepias glaucescens",1994-05-16,NA,NA,NA
"Apocynaceae","Funastrum cynanchoides",2003-09-27,"United States","California","San Bernardino"
"Apocynaceae","Asclepias engelmanniana",1924-07-23,NA,NA,NA
"Apocynaceae","Asclepias vestita",1932-04-26,"United States","California","Los Angeles"
"Apocynaceae","Asclepias californica",1938-04-24,"United States","California","San Diego"
"Apocynaceae","Asclepias linaria",2010-04-07,"Mexico","Sonora","Imuris"
"Apocynaceae","Asclepias latifolia",1966-06-01,"United States","Arizona","Cochise"
"Apocynaceae","Metastelma californicum",1997-09-14,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Alyxia stellata",1964-07-20,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1902-08-06,"United States","California","Lake"
"Apocynaceae","Asclepias californica",2001-04-30,"United States","California","San Bernardino"
"Apocynaceae","Marsdenia carterae",1971-11-04,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias ovata",1971-07-21,"Mexico","Chihuahua","Guachochic"
"Apocynaceae","Echites yucatanensis",1983-08-02,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",NA,NA,NA,NA
"Apocynaceae","Asclepias tuberosa",1983-06-13,"United States","New Mexico","Catron"
"Apocynaceae","Apocynum androsaemifolium",1902-07-31,"United States","California","Plumas"
"Apocynaceae","Asclepias linearis",1922-04-22,"United States","Arizona","Maricopa"
"Apocynaceae","Metastelma mexicanum",1993-06-03,"Mexico","Sonora","Álamos"
"Apocynaceae","Asclepias vestita",1975-05-10,"United States","California","Los Angeles"
"Apocynaceae","Asclepias cordifolia",1975-06-23,"United States","California","Trinity"
"Apocynaceae","Apocynum androsaemifolium",1891-08-01,"United States","California","Placer"
"Apocynaceae","Vallesia glabra",1994-04-10,"Mexico","Sinaloa","Mazatlán"
"Apocynaceae","Asclepias subverticillata",1983-08-07,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias californica",1903-04-01,"United States","California","Fresno"
"Apocynaceae","Apocynum androsaemifolium",2009-06-09,"United States","California","San Diego"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Clearwater"
"Apocynaceae","Plumeria rubra",1998-04-16,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Asclepias subverticillata",1936-12-19,"United States","New Mexico","Otero"
"Apocynaceae","Apocynum androsaemifolium",1937-06-21,"United States","California","Napa"
"Apocynaceae","Asclepias cordifolia",1911-06-28,"United States","California","Mariposa"
"Apocynaceae","Apocynum cannabinum",1983-07-16,"United States","Colorado","Jefferson"
"Apocynaceae","Asclepias cordifolia",1993-04-25,"United States","California","Solano"
"Apocynaceae","Asclepias cordifolia",1923-07-14,"United States","California","Tuolumne"
"Apocynaceae","Asclepias vestita",1927-06-12,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1997-06-07,"United States","California","Inyo"
"Apocynaceae","Mandevilla foliosa",1977-07-31,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Asclepias subulata",2011-04-18,"United States","California","San Diego"
"Apocynaceae","Asclepias speciosa",1999-06-18,"United States","California","Colusa"
"Apocynaceae","Matelea fruticosa",1902-09-01,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias cordifolia",1967-06-28,"United States","California","Trinity"
"Apocynaceae","Asclepias albicans",1998-03-14,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias speciosa",1922-07-04,"United States","Oregon","Lake"
"Apocynaceae","Apocynum cannabinum",1892-07-08,"United States","Oregon","Jackson"
"Apocynaceae","Asclepias speciosa",2011-08-06,"United States","California","Inyo"
"Apocynaceae","Polystemma guatemalense",1981-09-28,NA,NA,NA
"Apocynaceae","Asclepias asperula",1951-05-15,"United States","Arizona","Coconino"
"Apocynaceae","Apocynum cannabinum",1986-06-01,"United States","Montana","Flathead"
"Apocynaceae","Apocynum cannabinum",1949-07-30,"United States","California","San Diego"
"Apocynaceae","Asclepias erosa",2005-08-29,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1996-05-22,"United States","California","San Bernardino"
"Apocynaceae","Cycladenia humilis",1952-07-15,"United States","California","Shasta"
"Apocynaceae","Amsonia tomentosa",1947-06-22,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",1928-05-25,"United States","California","Imperial"
"Apocynaceae","Vallesia glabra",1984-02-18,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Apocynum androsaemifolium",1975-08-02,"Canada","Alberta","Division No. 7"
"Apocynaceae","Asclepias vestita",1937-05-17,"United States","California","Kern"
"Apocynaceae","Apocynum cannabinum",1965-07-11,"United States","California","Inyo"
"Apocynaceae","Asclepias labriformis",1931-07-22,"United States","Utah","Duchesne"
"Apocynaceae","Amsonia palmeri",1940-07-25,"Mexico","Sonora","Bavispe"
"Apocynaceae","Haplophyton crooksii",1988-08-30,"United States","Arizona","Pima"
"Apocynaceae","Amsonia palmeri",1935-04-24,"United States","Arizona","Graham"
"Apocynaceae","Funastrum cynanchoides",2004-04-10,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",2006-07-12,"United States","California","El Dorado"
"Apocynaceae","Matelea magallanesii",1985-10-02,NA,NA,NA
"Apocynaceae","Haplophyton crooksii",1984-01-03,"Mexico","Sonora","Navojoa"
"Apocynaceae","Asclepias cordifolia",2006-06-21,"United States","California","Sierra"
"Apocynaceae","Asclepias albicans",1996-11-09,"United States","California","Riverside"
"Apocynaceae","Vallesia glabra",2000-02-05,"Mexico","Sonora","Álamos"
"Apocynaceae","Asclepias verticillata",2010-09-15,"United States","New Mexico","Hidalgo"
"Apocynaceae","Apocynum cannabinum",1996-05-23,"United States","California","Monterey"
"Apocynaceae","Asclepias tuberosa",1962-06-16,"United States","Arizona","Cochise"
"Apocynaceae","Funastrum cynanchoides",1987-09-12,"Mexico","Sinaloa","Sinaloa"
"Apocynaceae","Funastrum cynanchoides",1988-04-10,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Matelea chrysantha",1986-08-11,"Mexico","Sinaloa","Concordia"
"Apocynaceae","Asclepias vestita",1999-06-18,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",NA,"Canada","British Columbia","Thompson-Nicola"
"Apocynaceae","Cynanchum utahense",1988-03-22,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1994-07-01,"United States","California","Modoc"
"Apocynaceae","Asclepias asperula",2003-08-04,"United States","New Mexico","Sandoval"
"Apocynaceae","Plumeria rubra",1994-09-08,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Cascabela ovata",1992-09-21,NA,NA,NA
"Apocynaceae","Haplophyton crooksii",1903-09-08,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1940-07-21,"United States","California","Mono"
"Apocynaceae","Apocynum cannabinum",1903-06-06,"United States","California","Solano"
"Apocynaceae","Apocynum cannabinum",1933-07-01,"United States","Washington","Spokane"
"Apocynaceae","Apocynum androsaemifolium",1992-06-01,"United States","Montana","Lincoln"
"Apocynaceae","Asclepias erosa",1931-06-23,"United States","California","Kern"
"Apocynaceae","Asclepias californica",1999-06-21,"United States","California","Los Angeles"
"Apocynaceae","Asclepias erosa",1932-04-25,"United States","California","San Bernardino"
"Apocynaceae","Cynanchum utahense",1980-05-23,"United States","California","San Bernardino"
